name,company,place,salary,post_time
财务会计主管,江苏怡有合顺计算机科技有限公司,苏州,6-8千/月,10-30
普工/生产工,广州市再美点化妆品有限公司,广州-白云区,2.8-4千/月,10-30
实施工程师,嘉兴金蝶软件有限公司,嘉兴,0.5-1万/月,10-30
人力资源总监,宏鸿农产品集团有限公司,深圳-龙岗区,2-3千/月,10-30
车商运营经理,北京牛咖斯汽车服务股份有限公司,烟台,6-8千/月,10-30
互联网公司诚聘服务顾问,深圳爱布丁梦想科技有限公司,深圳-南山区,1-1.5万/月,10-30
web开发工程师（五险一金+周末双休）,武汉联合创想科技有限公司,武汉-江夏区,1-1.5万/月,10-30
支付宝在线客服文员4千+打字客服,安徽斯摩恩信息科技有限公司,合肥-蜀山区,4.5-6千/月,10-30
精益教练学院执行副院长,苏州迅驰智能科技有限公司,苏州-工业园区,15-30万/年,10-30
行政专员,广东协大口腔医院海珠门诊部,广州-海珠区,4-4.5千/月,10-30
律师事务所合伙人,云南震中律师事务所,昆明,20-30万/年,10-30
五险一金福利待遇好电话销售,江西赣江新区旗汇信息科技有限公司,南昌,6-8千/月,10-30
市场营销副总监,东莞万春源农业科技有限公司,东莞-南城区,1.4-1.5万/月,10-30
文案策划,MSEKKO米可儿护肤,广州-天河区,4-5千/月,10-30
销售管理培训生（校园招聘）,上海邮康企业管理有限公司,上海-徐汇区,4-8千/月,10-30
产品经理（移动电源）,深圳市富登科技有限公司,深圳-龙华新区,0.8-1.6万/月,10-30
巡店督导（品牌女装）,西安蝶羽商贸有限公司,西安,0.5-1万/月,10-30
课程顾问,优胜教育苏州分公司-方洲校区,苏州-工业园区,0.6-1万/月,10-30
业务跟单,宁波揽胜磁业有限公司,宁波-江北区,3-4.5千/月,10-30
行政主管,武汉市武昌翰林教育培训学校,武汉,4-8千/月,10-30
招聘专员,上海泽惠信息技术有限公司,上海-浦东新区,4-6千/月,10-30
内科医生,上海丽坤生物科技股份有限公司,异地招聘,1-2万/月,10-30
汽修师傅、中工、小工,韶关市一部到位汽车服务有限公司,韶关,4-8千/月,10-30
外贸助理,南京艾缔开姆电子科技有限公司,南京-栖霞区,4.5-8千/月,10-30
会计,深圳市正源分子生物科技有限公司,深圳,6-7.5千/月,10-30
财务（海外催账）,上海占士贝尔国际货运代理有限公司,上海,4-6千/月,10-30
车间主管,宁波市五角阻尼股份有限公司,宁波,0.5-1万/月,10-30
新房销售、无责底薪、就近分配,沈阳链家高策房地产经纪有限公司道...,沈阳-浑南区,6-8千/月,10-30
桌面运维工程师,上海趣味网络科技有限公司,上海-虹口区,4-8千/月,10-30
二级建造师,河南省德邦信达企业管理咨询有限公司,郑州-郑东新区,1-1.5万/月,10-30
无责底薪4000销售代表 公司直招 包住 五险 高额提成,湖南省优仕嘉商贸有限公司,长沙-天心区,4.5-6千/月,10-30
人事行政专员,昆山我家花园园艺有限公司,昆山,3-4.5千/月,10-30
电话销售,《中国画家》杂志社,深圳-福田区,0.4-1.2万/月,10-30
投标专员,江苏象仁土地房地产资产评估有限公司,南京-秦淮区,4-5千/月,10-30
java开发实习生,上海领昆网络科技有限公司,上海-徐汇区,3-4.5千/月,10-30
财务经理,欧爵国际贸易（上海）有限公司,上海-长宁区,1-1.5万/月,10-30
销售顾问 门店工作 上班近,无锡房产网网络科技有限公司,无锡-梁溪区,6-8千/月,10-30
Ebay外贸销售,武汉市明镁电子科技有限公司,武汉-洪山区,4.5-6千/月,10-30
新媒体运营专员（双休）,深圳市宝嘉昆娜时尚有限公司,深圳,8-10万/年,10-30
区域销售主管,广东绿岛风空气系统股份有限公司,福州,0.8-1万/月,10-30
人事主管,肇庆市福加德投资控股有限公司,肇庆,4-7千/月,10-30
Outside Sales of China Eastern,埃类特材料科技（上海）有限公司,上海-青浦区,0.8-1万/月,10-30
Android高级开发工程师,上海蓝打网络科技有限公司,上海-浦东新区,1.5-3万/月,10-30
销售专员,郑州德古拉电子科技有限公司,郑州-金水区,3-6千/月,10-30
销售行政助理,上海合美电子科技有限公司,上海-普陀区,5-7千/月,10-30
文案,云美易购新零售（广州）有限公司,广州-白云区,5-7千/月,10-30
邀约专员,成都易锦商务信息咨询有限公司,成都-成华区,4-6千/月,10-30
文员兼出纳,上海科瑞物业管理发展有限公司,上海-静安区,5.5-6千/月,10-30
管理培训生,南宁新合一商贸有限公司,南宁,3-4.5千/月,10-30
验证专员（世界500药企赛诺菲）,深圳市派尔企业管理顾问有限公司,深圳,0.6-1万/月,10-30
建瓯建发玺园售楼部工作人员,福建好邦房产策划代理有限公司,南平,0.8-1万/月,10-30
销售经理/主管,重向教育投资集团有限公司,广安,6-8千/月,10-30
房产经纪人,西安涛飞房地产信息服务有限公司,西安-西咸新区,4.5-6千/月,10-30
箱包面料开发,宁波鑫锐达进出口有限公司,宁波,6-8千/月,10-30
"（装饰装修）建筑工程项目经理,项目负责人",江苏友贵建设工程有限公司,南京-雨花台区,0.8-1万/月,10-30
4S店总经理（高薪诚聘）,苏州市都市飞梭汽车销售服务有限公司,苏州-吴中区,20-30万/年,10-30
主办会计,维琅电气有限公司,上海-闵行区,0.6-1.2万/月,10-30
行政前台,上海决胜广告有限公司,上海-长宁区,4.5-6千/月,10-30
绘图员,天域生态环境股份有限公司,异地招聘,4-5千/月,10-30
制造主管,上海昭和化学品有限公司,上海-奉贤区,0.8-1.2万/月,10-30
前台行政,湖北连诚汽车销售服务有限公司,武汉-汉阳区,2.6-3.2千/月,10-30
工具管理员,青海易初明通工程机械维修服务有限...,西宁,3.5-4千/月,10-30
前台客服,常州市沐涵环保科技有限公司,常州-天宁区,2-3千/月,10-30
人力招聘专员,广州鸿祯昌辰投资中心（有限合伙）,广州-天河区,4.5-6千/月,10-30
早教老师（龙岗海航城）,深圳志学教育咨询有限公司,深圳-龙岗区,0.6-1万/月,10-30
产品经理（游戏）,武汉博简科技有限公司,武汉,1-1.5万/月,10-30
课程顾问/电话销售（5000底薪+多项福利+免费工作餐）,上海创创文化传播股份有限公司,上海-长宁区,0.8-1万/月,10-30
高级java软件工程师,无锡中铠信息咨询服务有限公司,无锡,1-1.5万/月,10-30
A福田区链家pick你-销售精英/专业培训/入职五险一金,深圳链家房地产经纪有限公司,深圳,20-30万/年,10-30
安装造价师/主管/经理,中南置地成渝区域公司,成都,2-2.5万/月,10-30
婚礼策划化妆设计助理,广州芳然本生物科技有限公司,广州-天河区,4-6千/月,10-30
SQE工程师,飞利浦（嘉兴）健康科技有限公司,嘉兴,15-20万/年,10-30
海外会计,广东伊之密精密机械股份有限公司,佛山-顺德区,3.2-4.5千/月,10-30
商务助理,深圳市谱兆通讯设备有限公司,深圳-南山区,5-7千/月,10-30
咨询顾问/销售顾问（五险一金+周末双休）,广东寰誉建筑咨询有限公司,广州-天河区,6-8千/月,10-30
缝纫工,广东通域医药有限公司,佛山-南海区,4-7.5千/月,10-30
收银员,杭州秋粤台餐饮管理有限公司,杭州-江干区,5-6千/月,10-30
银行合作单位储备管理生,江西国藏金业文化传播有限公司,南昌-红谷滩新区,3-7千/月,10-30
销售专员（月8K）别墅办公/包住,武汉始发站中小企业服务中心有限公司,武汉-东西湖区,0.7-1.3万/月,10-30
餐饮副经理,天津财富豪为商务酒店有限公司,天津,4.5-6千/月,10-30
工厂直聘包吃住薪资高长白班,深圳市佳胜泓业科技有限公司,深圳-龙岗区,6-8千/月,10-30
薪酬绩效主管/专员,上海浩泽贸易有限公司,上海-浦东新区,6-8千/月,10-30
猎头顾问,广州信屹翰宸企业管理咨询有限公司,长沙,6-8千/月,10-30
电商客服,中山市必归来智能科技有限公司,中山,3-4.5千/月,10-30
客户专员,上海置上金融信息服务有限公司,成都-青羊区,3-5千/月,10-30
柳州五险一金导购,南宁市博露特尔商贸有限责任公司,柳州,2-3千/月,10-30
储备人才,深圳市帝浪精工表业有限公司,深圳-罗湖区,4-7千/月,10-30
家装室内设计师,上海邻尔依装饰工程有限公司,上海-宝山区,0.8-1万/月,10-30
外贸助理,南通金悦来运动器材有限公司,上海-浦东新区,4.5-6千/月,10-30
销售内勤,大连罗斯泵业有限公司,大连,3.5-4千/月,10-30
喷漆工（白云区）,广东有道汽车集团股份有限公司,广州-白云区,0.6-1万/月,10-30
装饰造价员,江苏悦禾兴建筑装饰有限公司,南京,3.5-6千/月,10-30
采购主管,国药控股湖北致润医疗器械有限公司,武汉-武昌区,4-5千/月,10-30
总部急招双休文员,天津市我爱我家房地产经纪有限公司,天津,3-4.5千/月,10-30
聘电催专员无责+高提成+奖金,陕西铭鼎企业管理咨询有限公司,西安,4.5-6千/月,10-30
淘宝天猫网络销售客服,鱼爪网,成都-青羊区,6-8千/月,10-30
销售,北京华奥汽车服务股份有限公司济南...,济南-历城区,6-8千/月,10-30
人事助理3000起+包住+全勤+五险一金,西安含日商贸有限公司,西安,3-5千/月,10-30
市场专员（寿险业管岗）（非销售）,江苏华邦保险销售服务有限公司,南京,4-6千/月,10-30
A1客车司机（广州本地人）,广东分视传媒有限公司,广州-越秀区,3.5-5千/月,10-30
人事专员,华德宝机械（昆山）有限公司,昆山,4.5-6千/月,10-30
命运靠自己转弯 万向高薪诚聘金融数据分析师助理,北京万向卓迹商贸有限公司,北京-朝阳区,0.8-1万/月,10-30
仓库管理员,广东中膳金勺子食品供应链有限公司,广州-天河区,4.5-5千/月,10-30
财务/会计助理,东莞市成功针织制衣厂,东莞-东城区,3-4千/月,10-30
前台文员兼行政助理,香港德凯特电子有限公司,深圳-福田区,3-4.5千/月,10-30
主管会计（重庆）,湖北腾旅科技有限责任公司,重庆,5-7千/月,10-30
财务文员,世房工程咨询（中山）有限公司,中山,4-7千/月,10-30
信贷客户经理,太享贷,无锡-梁溪区,0.8-1万/月,10-30
书法考级中心书院基地负责人,深圳市金鼎安全技术有限公司,深圳-南山区,6-8千/月,10-30
聘应届实习生：高底薪+住宿+奖金+旅游,河南省世家房地产经纪有限公司郑州...,郑州-管城回族区,1.5-2千/月,10-30
电话销售(五险一金　，周末双休),广州店有客网络科技有限公司,广州-海珠区,0.8-1.2万/月,10-30
技术主任（新工厂）,城南佛山科技有限公司,佛山-南海区,5-7千/月,10-30
游戏测试实习生,西安黑曜石展示设计有限责任公司,南京-江宁区,4.5-6千/月,10-30
工程资料员,广州杜克装饰工程有限公司,广州-天河区,4.5-6千/月,10-30
编辑（彩票类）,重庆迅体网络有限公司,重庆-江北区,3-5千/月,10-30
测试开发实习生,陕西冰狐网络科技有限公司,西安-未央区,4.5-7千/月,10-30
后勤（双休）,云南坤顺康科技有限公司,昆明,2.5-3.5千/月,10-30
软装设计师,大连奥兰达尔建材有限公司,大连-沙河口区,0.4-1.5万/月,10-30
投资顾问（底薪3500+双休+社保）,成都雅唐文化传播有限公司,成都-高新区,1-1.5万/月,10-30
急聘办公文员数名,河南环桥知识产权代理有限公司,郑州-郑东新区,3-6千/月,10-30
生物实验员,山东科赛生物科技有限公司,济南-高新区,5.5-6千/月,10-30
职能类/行政前台,深圳市联赢激光股份有限公司,深圳,3.8-6千/月,10-30
外贸业务员,洛阳市丹诺园林建材有限公司,洛阳,3-4.5千/月,10-30
区域销售经理(子公司),中道汽车救援产业有限公司,上海-浦东新区,1-1.5万/月,10-30
人事专员/人力资源专员,广州麦匠信息科技有限公司,广州-白云区,4.5-6千/月,10-30
精品销售主管,新丰泰集团控股有限公司,苏州-工业园区,6-8千/月,10-30
课程顾问,武汉艺麸文化创意有限公司,武汉-武昌区,0.8-1万/月,10-30
项目执行/活动执行,上海东方大众传播有限公司,上海-普陀区,4.5-6千/月,10-30
售后客服,上海无形企业发展集团有限公司,上海-嘉定区,4-6千/月,10-30
货车司机,柳州禹泓贸易有限公司,柳州,3-5千/月,10-30
客服文员（周末双休+五险一金）,武汉泓邑甜言物语商贸有限公司,武汉-青山区,4.5-6千/月,10-30
电工,中山市鸿天展示制品有限公司,中山,4.5-6千/月,10-30
货币兑换专员,杭州华侨货币兑换有限公司,杭州-江干区,4.5-6千/月,10-30
安全监督、安全/质量工程师（19届应届生）,湛江欧泰油气技术服务有限公司,异地招聘,0.5-1万/月,10-30
总账会计（盱眙项目部）,南京商茂房地产开发有限责任公司,淮安,6-8千/月,10-30
IT技术支持,上海翰声信息技术有限公司,上海-浦东新区,0.6-1.8万/月,10-30
会计文员,新世界展策项目管理咨询（深圳）有...,北京-东城区,6-8千/月,10-30
采购员,合肥恒通玻璃制品有限责任公司,合肥-肥东县,3.5-4千/月,10-30
销售代表（平安正编）,平安普惠投资咨询有限公司江苏分公司,南京-玄武区,1.5-2万/月,10-30
销售代表,济南誉本知识产权代理有限公司,济南-高新区,0.8-1万/月,10-30
注册总监,北京海金格医药科技股份有限公司,北京-丰台区,3-4万/月,10-30
司机,天津市桑格利商贸有限公司,天津-河北区,3.8-3.8千/月,10-30
销售代表（深圳区域）,广州汉瑞祥和茂医疗器械有限公司,深圳,6-8千/月,10-30
会计,上海世联行股权投资管理有限公司,上海-黄浦区,0.8-1万/月,10-30
CAD技术专员,北京勇电欧格照明灯具有限公司,北京-大兴区,5-9千/月,10-30
电商美工,无锡市盛方自动化科技有限公司,无锡-无锡新区,3-4.5千/月,10-30
客服专员+双休+无需倒班,广州吉仕移动科技股份有限公司,广州-天河区,4.5-6千/月,10-30
浦口红星美凯龙意迪森销售顾问,南京北纳家贸易有限公司,南京-浦口区,4-6千/月,10-30
客服专员,江苏福联汽车贸易有限公司,南京,3-4.5千/月,10-30
采购助理,印象空间（深圳）室内设计工程有限...,深圳-龙岗区,3-4.5千/月,10-30
加工中心操作工,无锡奥金液压机械有限公司,无锡,6-8千/月,10-30
业务拓展专员,凹凸共享租车公司,上海-徐汇区,5-8千/月,10-30
嘉定区实验室仪器厂诚聘销售专员,上海皓庄仪器有限公司,上海-嘉定区,6-8千/月,10-30
服装QC,青岛柏麟服饰有限公司,青岛,3.5-5千/月,10-30
画室运营专员,深圳市美深文化传播有限公司,深圳-福田区,6-7千/月,10-30
品推部经理助理,广州集泰化工股份有限公司,广州-黄埔区,15-20万/年,10-30
BD拓展（高薪+大平台）,深圳市迪滴新能源汽车科技有限公司,长沙-岳麓区,0.5-1万/月,10-30
法国IFADUR建筑设计研究院 景观设计师,上海邑法建筑设计咨询有限公司,上海-黄浦区,1-1.5万/月,10-30
农庄楼面部长,东莞市絮彩工艺品有限公司,东莞-虎门镇,3-4.5千/月,10-30
仓库主管,上海庆庆物流有限公司,上海-浦东新区,5-6千/月,10-30
模具设计,赫比（上海）精密模具有限公司,上海-浦东新区,0.8-1.5万/月,10-30
业务主管/业务员,徐福记国际控股集团有限公司粤东大区,惠州,5-8千/月,10-30
视频编辑,成都中马泛亚文化传播有限公司,成都-锦江区,4.5-6千/月,10-30
项目开发助理,沈阳东软软件人才培训中心,沈阳-浑南区,4-6千/月,10-30
酒店经理(店长),深圳市金曼假日酒店管理有限公司,异地招聘,10-15万/年,10-30
***电话销售,东莞市星驰汽车销售服务有限公司,东莞-寮步镇,3-4.5千/月,10-30
商务助理,巴拉乐五金制造（宁波）有限公司,宁波-慈溪市,4.5-6千/月,10-30
衬衫业务跟单,上海俊茂纺织品有限公司,昆山,4.5-5.5千/月,10-30
.NET开发工程师,上海欣金石油化工科技有限公司,上海-浦东新区,1.5-2万/月,10-30
会计助理,广东同忆会计师事务所（普通合伙）,广州-天河区,2-3千/月,10-30
（全城就近）高薪招聘销售管培生/底薪4000/可晋升,重庆链家房地产经纪有限公司,重庆-沙坪坝区,6-8千/月,10-30
室内设计师,印象空间（深圳）室内设计工程有限...,上海-闵行区,1.5-2万/月,10-30
平面设计师,安徽海纳艺创建筑工程有限公司,合肥-瑶海区,5-8千/月,10-30
双休五险诚聘物理助教,武汉市江岸区博才兴天下培训学校,武汉-江岸区,3-5千/月,10-30
人事行政专员,深圳星际鑫航科技有限公司,深圳-南山区,4.5-6.5千/月,10-30
自动化设备工程师,中戈科技有限公司,深圳-龙岗区,1-1.5万/月,10-30
网络销售专员,广州巨久投资管理有限公司,广州-天河区,3-4.5千/月,10-30
采购助理,深圳市港晟电子有限公司,深圳-龙华新区,3.5-4.5千/月,10-30
电话销售（平均工资6000+）,西安群益新能源汽车销售有限公司,西安-未央区,4-8千/月,10-30
晋升空间大+游戏销售+五险+饭补,广州顺意德信息咨询有限公司,广州-天河区,6-8千/月,10-30
电话销售（双休+高提高底薪）,鼎富金（广州）信息咨询有限公司,广州-天河区,1.5-2万/月,10-30
销售代表,济南富诚国际贸易有限公司,济南,0.8-1万/月,10-30
销售经理（商旅大客户）,上海国度航空服务有限公司,上海,0.8-1.5万/月,10-30
管理培训生/双休,南京汇诚文化发展有限公司,南京-江宁区,6-8千/月,10-30
市政/建筑/法规/造价专业讲师,武汉唯才教育咨询有限公司,武汉,0.5-1万/月,10-30
供应链总监,北京生辉鞋行有限公司,北京,15-20万/年,10-30
英语老师（五险一金，双休）,昂立国际教育如东分校,南通,4-6千/月,10-30
CNC编程,广州昊顺模具有限公司,广州-天河区,4.5-6千/月,10-30
视频剪辑,四川鹏博瑞翔旅行社有限公司,成都-锦江区,4.5-6千/月,10-30
PE工程师,深圳市乙辰科技股份有限公司,深圳-龙岗区,7-9千/月,10-30
报关员,湖北海成电子有限公司,武汉-武昌区,3-6千/月,10-30
经理/店长,武汉中匡商贸发展有限公司,武汉,0.4-1万/月,10-30
家装顾问+五险一金+丰厚补贴+写字楼办公+月薪4k-1w,杭州华居装饰工程有限公司,杭州,6-8千/月,10-30
销售代表（4k-15k+包住+五险）,深圳市艾尔时钟表有限公司,深圳,0.4-1.5万/月,10-30
会计,北京国机隆盛汽车有限公司,北京-海淀区,4.5-6千/月,10-30
商务专员/代表,深圳波粒科技股份有限公司,深圳-宝安区,4.5-6千/月,10-30
文案编辑,广州市伊芙琳化妆品有限公司,广州-白云区,4-6千/月,10-30
软件测试工程师,艾尼斯控股有限公司,苏州-相城区,0.8-1万/月,10-30
置业顾问（肥东）,安徽同策房产咨询有限公司,合肥,0.8-1万/月,10-30
出纳,北京红袖坊服装服饰有限公司,北京-朝阳区,4-7千/月,10-30
销售代表（汉阳人信汇）,武汉星月辰房地产经纪有限公司,武汉-汉阳区,0.8-1万/月,10-30
市场推广专员,上海德纳展览服务有限公司,上海-静安区,6-8千/月,10-30
教务管理（3.5K底薪）,武汉阿甲科技有限公司,武汉-武昌区,4.5-6千/月,10-30
文案策划,北京世纪燕园管理咨询中心,北京-朝阳区,0.8-1万/月,10-30
包住高薪周末双休的淘宝客服,平安车险,北京-石景山区,1-1.5万/月,10-30
高薪电话销售,山东天顿文化传媒有限公司,济南-槐荫区,0.8-1万/月,10-30
销售代表,东莞市齐圣贸易有限公司,东莞-南城区,4.5-6千/月,10-30
急聘跟单文员一名,深圳市吉科应用技术有限公司,深圳,3.5-8千/月,10-30
班主任（公益西桥校区）,北京外国语大学青少英语,北京,6-8千/月,10-30
（长沙）销售主管储备/负责培训市场推广专员+住宿,长沙迈展隆智能科技有限公司,长沙-芙蓉区,4-7千/月,10-30
自带7座面包车加货司机（加急）,广州富宏智能科技有限公司,东莞-东城区,0.6-1.2万/月,10-30
人事前台（包住）,深圳市赛华显示技术有限公司,深圳-龙华新区,3-4千/月,10-30
高薪急聘企划推广专员,成都远洪商贸有限公司,异地招聘,4-5千/月,10-30
人力资源专员,广西佰业浩置业投资有限公司,南宁,2.5-3.5千/月,10-30
销售顾问赚钱,沈阳正汇科技有限公司,沈阳-和平区,2.5-8千/月,10-30
电子商务专员,横琴零米电子商务有限公司,珠海-香洲区,4-6千/月,10-30
人事档案管理专员,武汉鑫麟杰商贸有限公司,济南-历下区,4.5-6千/月,10-30
网络销售专员（双休+五险一金+高提成）,苏州中云会计事务有限公司,苏州-吴中区,4.5-6千/月,10-30
同行销售/旅游顾问,北京诚信之旅旅行社有限公司,广州-越秀区,3-8千/月,10-30
平面设计师,上海以龙塑料制品有限公司,上海-奉贤区,4-8千/月,10-30
普工,上海亦联展示工程有限公司,上海-松江区,4.5-6千/月,10-30
平面设计师,云南龙润商贸有限公司,上海-杨浦区,6-8千/月,10-30
海外销售专员,福建康博电子股份有限公司,深圳-南山区,0.6-1.5万/月,10-30
Tele Marketing 电话营销专员,上海智同管理咨询有限公司,上海-浦东新区,4-8千/月,10-30
网络推广主管,广州聚缘科技有限公司,广州-番禺区,0.8-1.5万/月,10-30
业务跟单助理,杭州瑞伦进出口有限公司,杭州-滨江区,4-6千/月,10-30
信贷专员（无责底薪+高提成）,广州利众商务咨询服务有限公司,广州-天河区,0.8-1万/月,10-30
检验员,苏州锃道研磨技术有限公司,苏州-工业园区,5-6千/月,10-30
车间主任,大连道氏硅业有限公司,大连,4.5-6千/月,10-30
渠道开发,深圳久宝网络科技有限公司,深圳-南山区,3-4千/月,10-30
商品专员--- 直营店,上海吉妮服饰有限公司,上海-静安区,0.6-1万/月,10-30
运营主管,深圳市研工科技有限公司,深圳,0.6-2万/月,10-30
销售,常州淘雅居建材商贸有限公司,常州-武进区,3-4.5千/月,10-30
初中数学老师,中山市三乡昆鹏教育培训中心,中山,4-8千/月,10-30
跨境进口产品销售专员,威艾克斯商业管理（深圳）有限公司,深圳-福田区,0.6-1万/月,10-30
电话销售,广州市创崟信科技有限公司,广州-白云区,6-8千/月,10-30
业务经理,河南柒凰品牌策划有限公司,郑州-郑东新区,3-6千/月,10-30
淘宝女装后期制作,河南赛尔德食品有限公司,郑州,4.5-6千/月,10-30
网络销售（双休  不加班）,武汉曼巴信息咨询有限公司,武汉-洪山区,0.6-3万/月,10-30
前厅主管/领班,长沙新高地酒店管理有限公司,长沙-芙蓉区,3.5-5.5千/月,10-30
市场专员,上海浦力膜制剂辅料有限公司,上海-徐汇区,3.8-5千/月,10-30
iOS开发工程师,广州火鹰信息科技有限公司,广州-番禺区,1.2-2万/月,10-30
电商文案策划,广州熊大电子科技有限公司,广州-番禺区,5-6千/月,10-30
上位机软件工程师（重庆分公司）,丰柯电子科技（上海）有限公司,重庆-江北区,0.8-1.2万/月,10-30
猎头顾问助理,北京招手理想科技有限公司,北京-海淀区,6-8千/月,10-30
销售代表（五险一金+全勤奖）,广州诚光装饰材料有限公司,深圳-福田区,3-6千/月,10-30
店铺店长,上海绿芙生物科技有限公司,上海-杨浦区,6-8千/月,10-30
游戏推广（高提成+包住）,广州秋明互娱信息技术有限公司,广州-番禺区,4.5-6千/月,10-30
急聘销售（五险一金+周末双休）,云南云客巴巴科技有限公司,昆明-西山区,5-6千/月,10-30
想赚大钱来大勤包住高提,上海大勤实业有限公司广州分公司,广州-越秀区,0.6-1.2万/月,10-30
客服助理,广州海伦堡物业管理有限公司上海分...,上海-嘉定区,4.5-6千/月,10-30
技工/普工（电梯维保员工）,昆明达克电梯有限公司,昆明,3-4.5千/月,10-30
展会会展销售代表,山东将领文化传播有限公司,济南-历城区,2-3千/月,10-30
电话销售底薪+提成+绩效+奖金,贵阳优软网络科技有限公司,贵阳,6-8千/月,10-30
电商运营助理,深圳市飞莎商贸有限公司,深圳-福田区,5-8千/月,10-30
办公室文员,沐航国际旅行社集团有限公司,大连-沙河口区,2.5-3千/月,10-30
服饰跟单（袜子）,乾开商贸（上海）有限公司,上海,6-8千/月,10-30
外贸助理,东莞市元狩电子有限公司,东莞-南城区,4.5-6千/月,10-30
运维经理,沈阳中合智网信息技术有限公司,沈阳-浑南区,3-5千/月,10-30
（双休+包住+高提成）网络客服朝九晚五,武汉锦霜科技有限公司,武汉-武昌区,3-6千/月,10-30
客户代表,苏州汇聚诚机电科技有限公司,苏州,0.8-1万/月,10-30
自助仓库管理员,上海惠友文化传播有限公司,上海-黄浦区,6-8千/月,10-30
机械装配工,苏州工业园区华伟工业自动化设备有...,异地招聘,4.5-6千/月,10-30
仓库搬运工（包吃住）,武汉瑞齐圣实业有限公司,武汉-东西湖区,3.5-5千/月,10-30
金融管培生（落户+储备干部）,上海红歆财富投资管理有限公司,上海-浦东新区,0.8-1万/月,10-30
Graphic design intern,岳翰（上海）贸易有限公司,上海-静安区,5元/小时,10-30
课程顾问3K-8K,尚霖（国际）体育产业集团,沈阳-沈河区,3-6千/月,10-30
金融讲师/分析师,迅视财经教育研究（广东）有限公司...,广州-天河区,1.5-3万/月,10-30
行政人事主管,珠海美尔晶义齿科技有限公司,珠海,6-8千/月,10-30
手机游戏/网游测试/实习生,陕西卓兴石油化工有限公司,重庆-渝北区,4.5-7千/月,10-30
生产文员,广州保赐利化工有限公司,广州-从化,3-4.5千/月,10-30
法务实习生,南京网眼软件有限公司,南京-雨花台区,100元/天,10-30
电气工程师/电气自动化工程师,苏州优能节能技术有限公司,苏州-吴中区,3.5-6千/月,10-30
展览业务员,广州市万凯展览装饰工程有限公司,广州-海珠区,6-8千/月,10-30
客户经理,沈阳鸿龙源商贸有限公司,重庆-渝北区,0.8-1万/月,10-30
采购专员,广州千江企业集团有限公司,广州-越秀区,4.5-6千/月,10-30
往来会计,湖北欧特隆汽车用品超市有限公司,武汉-江汉区,3-4.5千/月,10-30
技术支持/实施工程师,全程软件24om,广州,4.5-7千/月,10-30
投资经理/高级投资经理,太平洋证券股份有限公司,武汉-洪山区,0.6-1.5万/月,10-30
电话催收专员,武汉市伯高投资咨询有限公司,武汉,0.8-1万/月,10-30
机电维修工,布莱凯特设备（苏州）有限公司,苏州,6-8千/月,10-30
大客户销售,上海云锐文化传媒有限公司,上海-徐汇区,1.2-2万/月,10-30
系统管理员/网络管理员,江西风尚电视购物股份有限公司,南昌,3-4.5千/月,10-30
淘宝售前客服,广州符浩文化发展有限公司,广州-天河区,3-3.5千/月,10-30
信用卡销售,中信银行股份有限公司信用卡中心南...,南通,0.5-1.5万/月,10-30
运营助理,深圳市欧凯奇科技有限公司,深圳,5-7千/月,10-30
ME Supervisor机加工艺主管,天合汽车零部件（上海）有限公司武...,武汉,,10-30
招聘专员/助理（18届应届生）,杭州同帆科技有限公司,杭州,4.5-6千/月,10-30
数字营销,上海艾瑟尔货运代理有限公司,上海-闵行区,0.6-1万/月,10-30
客服主管/售后主管,深圳市泛联科技有限公司,深圳-坪山区,5-8千/月,10-30
采购专员,湛江南方水产市场经营管理有限公司,湛江,3-4.5千/月,10-30
南门急聘销售代表,陕西言十企业集团有限公司,西安-碑林区,4.5-6千/月,10-30
方案主管,深圳市浩瑞泰科技有限公司,深圳-南山区,1-1.5万/月,10-30
业务跟单员,格维电子（惠州）有限公司,惠州,2.5-3.5千/月,10-30
网络销售代表不加班5000+,武汉众乐商通网络技术有限公司,武汉-洪山区,0.8-1万/月,10-30
淘宝客服,广州火星文化传播有限公司,广州-白云区,3-4.5千/月,10-30
橱柜设计师,湖北德润投资发展有限公司,武汉-江汉区,12-15万/年,10-30
叉车兼搬运工,长沙申鑫塑业有限公司,长沙-长沙县,3-4.5千/月,10-30
叉车工,沈阳普会达企业管理咨询有限公司,沈阳-于洪区,4.5-6千/月,10-30
接线销售(月薪过万),杰森环球（北京）教育咨询有限公司,北京-昌平区,0.8-2万/月,10-30
机器人销售工程师,穆特科技（武汉）股份有限公司,武汉-东湖新技...,0.5-1万/月,10-30
会计/出纳-平山,河北人和环境科技有限公司,石家庄,2-3千/月,10-30
电气工程师,成都欧峰机电设备有限公司,成都,6-20万/年,10-30
仓储物流经理,浙江同心妇幼产品发展有限公司,泉州,10-15万/年,10-30
产品售后服务工程师,浙江聚励云机械科技有限公司,杭州-余杭区,4.5-7千/月,10-30
单证,天津岱首国际货运代理有限公司,天津-河西区,3-4.5千/月,10-30
财务兼行政,英特曼电工（常州）有限公司,常州-武进区,4-6千/月,10-30
安全课长,丰武光电（苏州）有限公司,异地招聘,6-8千/月,10-30
辅料采购,上海首创服饰有限公司,上海-普陀区,0.8-1万/月,10-30
销售代表,深圳市环球盈科讯息技术有限公司,重庆-渝中区,0.8-1万/月,10-30
